$spouts,$max_spout,$spout_wait,$spliters,$counters,$netty_min_wait,$<throughput
0.0,0.0,0.0,0.0,0.0,0.0,2221.3
0.0,0.0,0.0,0.0,0.0,0.0,2252.4
0.0,0.0,0.0,0.0,0.0,0.0,2339.1
0.0,0.0,0.0,0.0,0.0,0.0,2150.4
0.0,0.0,0.0,0.0,0.0,0.0,2225.4
0.0,0.0,0.0,0.0,0.0,0.0,2233.1
0.0,0.0,0.0,0.0,0.0,0.0,2215.5
0.0,0.0,0.0,0.0,0.0,0.0,2124.7
0.0,0.0,0.0,0.0,0.0,0.0,2260.8
0.0,0.0,0.0,0.0,0.0,0.0,1993.2
0.0,0.0,0.0,0.0,0.0,0.0,2208.4
0.0,0.0,0.0,0.0,0.0,0.0,2199.6
0.0,0.0,0.0,0.0,0.0,0.0,2377.4
0.0,0.0,0.0,0.0,0.0,0.0,2431.4
0.0,0.0,0.0,0.0,0.0,0.0,2427.0
0.0,0.0,0.0,0.0,0.0,0.0,2153.5
0.0,0.0,0.0,0.0,0.0,0.0,2146.1
0.0,0.0,0.0,0.0,0.0,0.0,2195.0
0.0,0.0,0.0,0.0,0.0,0.0,2177.6
0.0,0.0,0.0,0.0,0.0,0.0,2211.6
0.0,0.0,0.0,0.0,0.0,0.0,2249.9
0.0,0.0,0.0,0.0,0.0,0.0,2201.8
0.0,0.0,0.0,0.0,0.0,0.0,2240.6
0.0,0.0,0.0,0.0,0.0,0.0,2091.9
0.0,0.0,0.0,0.0,0.0,0.0,3052.8
0.0,0.0,0.0,0.0,0.0,0.0,2787.0
0.0,0.0,0.0,0.0,0.0,0.0,2780.9
0.0,0.0,0.0,0.0,0.0,0.0,3016.6
0.0,0.0,0.0,0.0,0.0,0.0,3070.8
0.0,0.0,0.0,0.0,0.0,0.0,3032.4
0.0,0.0,0.0,0.0,0.0,0.0,2863.9
0.0,0.0,0.0,0.0,0.0,0.0,2824.4
0.0,0.0,0.0,0.0,0.0,0.0,2937.4
0.0,0.0,0.0,0.0,0.0,0.0,2639.6
0.0,0.0,0.0,0.0,0.0,0.0,2913.6
0.0,0.0,0.0,0.0,0.0,0.0,2811.3
0.0,0.0,0.0,0.0,0.0,0.0,2499.4
0.0,0.0,0.0,0.0,0.0,0.0,2672.8
0.0,0.0,0.0,0.0,0.0,0.0,2747.8
0.0,0.0,0.0,0.0,0.0,0.0,3022.4
0.0,0.0,0.0,0.0,0.0,0.0,3011.1
0.0,0.0,0.0,0.0,0.0,0.0,2906.1
0.0,0.0,0.0,0.0,0.0,0.0,2842.4
0.0,0.0,0.0,0.0,0.0,0.0,2933.1
0.0,0.0,0.0,0.0,0.0,0.0,2897.8
0.0,0.0,0.0,0.0,0.0,0.0,2828.0
0.0,0.0,0.0,0.0,0.0,0.0,2853.2
0.0,0.0,0.0,0.0,0.0,0.0,2773.1
0.0,0.0,0.0,0.0,0.0,0.0,1949.9
0.0,0.0,0.0,0.0,0.0,0.0,2058.6
0.0,0.0,0.0,0.0,0.0,0.0,1904.4
0.0,0.0,0.0,0.0,0.0,0.0,2061.6
0.0,0.0,0.0,0.0,0.0,0.0,2039.4
0.0,0.0,0.0,0.0,0.0,0.0,2059.6
0.0,0.0,0.0,0.0,0.0,0.0,1900.6
0.0,0.0,0.0,0.0,0.0,0.0,2024.4
0.0,0.0,0.0,0.0,0.0,0.0,1902.9
0.0,0.0,0.0,0.0,0.0,0.0,1871.1
0.0,0.0,0.0,0.0,0.0,0.0,1935.9
0.0,0.0,0.0,0.0,0.0,0.0,1828.4
0.0,0.0,0.0,0.0,0.0,0.0,2131.6
0.0,0.0,0.0,0.0,0.0,0.0,2105.4
0.0,0.0,0.0,0.0,0.0,0.0,2043.1
